,comment_text,severe_toxic
4123,"reverting to last known edit by me. 

The article was vandalized a few days ago and is now being returned to its original state. Any users wishing to dispute the information should do so here. If sysops examine the network log files, they will discover that the vast majority of referers come from 9/11 Truth sites, and the vast majority of exit links go to 9/11 Truth sites. Therefore, removing that information was damaging wikipedia's reputation. Visitors are depending on wikipedia to cover the work that Jones is currently involved in, which of course includes everything relating to 9/11 that was on that page.

Using the CT term to describe 9/11 theories is ad hominem and also not NPOV, and therefore not civil. Anyone endorsing that type of thinking is not NPOV and ask them to not edit the 9/11 pages.

As the Zogby poll shows, 42% of America believes the government is covering up 9/11 and 45% want a new investigation including government officials possibly being involved.

For now on, any vandalism or ad hominem remarks will be dealt with via official complaints using Wikipedia protocol.

Also, even though my ad hominem remarks were direct retaliation, I do apologize for them. Anyone using these types of remarks should not be editing these pages. I expect anyone and everyone to be civil.",0
6063,n i g g e r f a g g o t,1
63748,"Contested deletion 

This article should not be speedily deleted for lack of asserted importance because . —",0
2374,"FUCK OF NAZI PROPAGANDA
odpierdalcie sie jebani faszyści od Polski !!!!!!!!!!!",1
83835,"Not sure I completely agree. You seem to be assuming rational behaviour on the part of consumers, whereas we often buy goods and services on the basis of irrational choices (cigarette, anyone?). The result of this is inelastic demand for goods and services to which people have some sort of emotional attachment or addiction - that is, if gas prices go up by 1000%, consumption may only drop 10%. The big increase in gas prices in the UK in the 1990s caused protests - but gas consumption and miles driven by car drivers continued to increase. Indeed, the trend in the UK is now towards
large and inefficient 4 wheel drive vehicles.",0
23628,"listen to this sweet rap: Paschmitts eats shits, Tj state champs (2004) go off sick ramps, uh (pause), my dicks all sore, fuckin bitches hardcore, can't touch me now, i'm gon fly like BAM! BOOM! POW!!!! nigga bitch fuck cuntlicker, scratch and sniff stickers from Mrs. Zanetti, got weed like confetti on new years, tears of joy, life is uncertain...",1
151792,"""
I disagree with you. It seems likely that the """"claims by climate sceptics that the emails demonstrated scientific misconduct amounting to fabrication of global warming"""" refer to comments made by people like Jim Inhofe. Plenty of well-known international figures have claimed that anthropogenic global warming is nonsense, and have used this manufactured controversy as """"proof"""". Factcheck disputes these allegations.    """,0
93176,i DONT KNOW HOW THIS THING WORKS. BUT I'LL TELL YOU THIS. VERTIGO ACID. CALL ME FAMILY FLUFF. STOP THREATENING ME YOU TIGHT DRY LITTLE PUSSY. I OWN THIS FING CITY. AND I'LL OWN YOUR FING PUNK ASS IF YOU DONT STAY OUT OF MY BUSINESS. CAPICHE?,1
32684,YOU ARE A FUCKING NERD. GO KILL YOURSELF YOU NERD.,1
81544,"buttdaddy 

ooooooo yeah im ure dad now",0
38407,"Image:Atv docked real.jpg 

Thank you for the notice! I haven't seen the NASA logo, but it's logical, because the docking tests the previous day were also telecast by NASA. No need to change it back to ESA fair use ;)",0
101033,HARASSED SOMEONE F*CKING RET*RDS,1
51640,SHUT UP. GO FUCK YOURSELF YOU DIRTY CUNT.,1
88891,suck my dick irish guy you faggot,1
80041,Another option may be to use some basic logic chips (or a PAL) to gate the SPI outputs so that only one chip at a time sees SPI activity even though the controller has only one SPI interface.,0
36143,Oppose It was a WWE Network special event - similar to Elimnation Chamber and Beast in the East - thus it's worthy of it's own article.   (talk),0
139388,"Re: /* File permission problem with File:Amanda's Trail.jpg */ the owner of the copyright, Greg Scott, sent an email message to permissions-en@wikimedia.org on 14 March 2013 stating that he has agreed to release the file under the given license.",0
20cdeb8ee999a478,"== You know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freak == 

 == You know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freak 
  == 
 == Heading text == 
 Big textBig text 
 You know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakYou know what smart arrse........phuck a big fat broom up your bloody anal arrse you blooody freakBig textBig textBig text",1
206312ae686bf1af,You are all niggers thatshould be burned at the stake and I hope you do.,1
150378,FUCK YOU YOU FUCKING FAGGOT!!!! this is Sean MC Sean. You motherfuckers blocked me for a long time,1
21693,cool! someone that doesn't like PlayStation 3 games. ),0
85847,"Also can you please cite an instance where I actually was being incivil? Asams10 was yelling at me in caps, and was using vulgar language. I never yelled at him, or used vulgar language when dealing with him.",0
99c7582d405065dd,. You're obviously the worse of the Jewish type.,0
84490,"WOW 

I actually decided to look up your username and now I know why you deleted my post ... Black Panther Party not liking me calling a man what he is ? WOW so obvious you are. so obvious. take a while longer to respond to this one please. Dig yourself deeper. MLK would be ashamed of your Black Panther Party and you know it. I'll refrain from further letting you know how dissapointed I am with you.",0
77657,""" and Kautilya Sorry for troubling you again, but in no way this User can be neutral
https://en.wikipedia.org/wiki/User:PakSol   Emperor  

""",0
147827,"""

 good job for sucking dick 

  dick trophy i dont have to do shit u say . and ur the worlds best dick sucker   """,1
d0432a373ae03b68,"MnDOT 2006 FRACTURE CRITICAL BRIDGE INSPECTIN IN-DEPTH REPORT  has a lot of photos and details.  Also, the name SQUIRT BRIDGE is used in the title.",0
90149,"""

 This is not fair to blocking me use the profanity 

Ymblanter, you are a great asshole, brute, merciless and stony-hearted. You are also talking about """"sources"""" this fucking bitches users. This daughter of dog AsceticRose complained you and you have been taken me an action. You blocked me, this is not fair. You motherfucker, bastard and rascal. You meat paste, bucklehead mothersucker. I am begging you many times to edit and re-correct the Wikipedia, but you didn't listened my beggings. You cheated me, you threatened me, dishonored and disgraced me. I know that a people can make a grave mistake. To err is human. After that, you have a faith of AsceticRose, this fathersucker user, this user also always disturbing me. Unless, fuck this profanity, you are a great bullshit, motherfucker, fathersucker, wicked, boggle, deuce, unrighteous, brute, bucklehead, meat paste. Ymblanter, you are a son of bitch, bastard, you have a merciless in your heart. Surrender me and apologize me. Understand, you heretic, fiend. You are a wicked user. You blamed me to be disruptive editing. Foul person/user, if you have courage, give your Facebook ID, My Facebook ID is Rabby Ahmed Musa (rabbyahmed.musa). Shit go to the Facebook ID and message/contact me, hell in cell.  Fuck your mother!! I wanna block you, dickhead. Suck your father's dickhead. YOU SON OF PIG SWINE. GREAT DIM-WITTED USER,   """,1
114778,"Image copyright problem with Image:Mmmm.jpg

Thank you for uploading Image:Mmmm.jpg. However, it currently is missing information on its copyright status. Wikipedia takes copyright very seriously. It may be deleted soon, unless we can determine the license and the source of the image. If you know this information, then you can add a copyright tag to the image description page.

If you have any questions, please feel free to ask them at the media copyright questions page. Thanks again for your cooperation.",0
37421,"GO FUCK YOUR SELF , WIKIADMINS",1
8218fb6b9f3746ea,"WIKIpediA SUCKS DICK 8====================D 

 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D 
 WIKIpediA SUCKS DICK 8====================D",1
72578678b1dd8923,"== HAVE SOME RESPECT, ASSHOLE!!! == 

 I DELETED MY TALK PAGE BECAUSE I DON'T WANT TO PARTICIPATE.  THEN YOU GO AND CITE IT.  HAVE YOUR FUCKING WIKIPEDIA, I DON'T CARE.  BUT RESPECT SOMEBODY'S DECISION TO LEAVE THE COMMUNITY.",1
127881,"Aww, shut the fuck up little whiny bitch",1
94fa74fa670ad80b,"YOU SUCK YOU LYING SACK OF SHIT!!!!!!! DIE YOU BASTARD YOU ARE BRIANWASHING SON-OF-A BITCH!!!! 
 YOU SUCK YOU LYING SACK OF SHIT!!!!!!! DIE YOU BASTARD YOU ARE BRIANWASHING SON-OF-A BITCH!!!! 
 YOU SUCK YOU LYING SACK OF SHIT!!!!!!! DIE YOU BASTARD YOU ARE BRIANWASHING SON-OF-A BITCH!!!!",1
65546c3ecd649df5,"Gradfium you fuckin idiot. Your nothing but a fucked up guy who likes to eat white shit. Go ahead and delete you little fucking slut cock sucking sperm drinking that pops out of your mama's cunt. You shit head, you can just come along and edit information, cuting them up and making the rest of the bullshit up. you fucking shit eater, aikae sole and ai polo. wikipedia is fucked up shit that anyone can just come in this and make up bullshit things including people like yourself you fucking brown tub of trash. And you pretend that you got a degree. please your just fucked up fella who needs to go eat horse shit of your mama's cunt. Fuckin report me to the wikipedia. Soon or later this site will fuckined shut down by violating our human rights.  
 YOU FUCKIN LOOOOOOOOOOOOOOSSSSSSEEEEEEEEEEERRRRRRR!!!!!!!!!!!!!!!!!!!!!!!!!!",1
67410,I am going to kill you. I am going to murder you.,1
96276,i am chilliwack you fucking moron,1
47379,"Regression Out Friday August 27, 2015
Movie Regression release date is this Friday August 27, 2015 - check your local marqueez ... lad4m sr , ao ~",0
44859,"""

 My page 

Hey,

Just because you suspect me of being someone else doesn't give you the right to blank my page and fill it with """"sock"""" nonsense.  If you want to talk i am open to comment, but please don't vandalise my page.   """,0
122518,You fucking suck you shitty Jew.,1
19331,", 9 September 2008 (UTC)

LOL If you keep this up, IZAK, you will original research yourself right out of existence; because, if you care to check the citations which you so kindly provided, you will see that they contradict you quite comprehensively )

  Old English (also called Anglo-Saxon, Englisc by its speakers) is an early form of the English language that was spoken and written in parts of what are now  England and southern Scotland between the mid-5th century and the mid-12th century.
 

  Middle English is the name given by linguistics to the diverse forms of the English language spoken between the Norman invasion of 1066 and the mid-to-late 15th century.
 

  Early Modern English is the stage of the English language used from about the end of the Middle English period (the latter half of the 15th century) to 1650.
 

Being that this is my specialist (degree) subject and I am one of the few people who are actually able to read and speak Englisc (along with the old Frisian and Norse dialects which contributed to it), you are more than welcome to take me on about the reliability of those sources; but I don't fancy your chances )   09:15",0
99226,"Hey nigger 

Go fuck yourself and stop revering my reverts.",1
97197,")

hey Mother Fucking asshole hows going . i wanna rape ur mother . and will post that video YouPorn dot com  or matacafe or pornotube dot com . u tell me wher i should upload it .   hehehehehehehehehehheheheehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehhehehehehehehehehe r rapeing ur Mother  will be shaggadelic baby ( as astin powers  say",1
dfe8028bac3610b6,"== fuck of arab == 

 saddam is = shit",1
65765,"I Hope You Get Hit By A Truck

You filthy piece of worthless crap, just go kill your self human slime.",1
71683,"""* LOL, haha, you fuckin loser Wobbs, yeah maybe I am Epf......NOT. Although he shares some views with me on race, hes some dumb Italian-British mut from Canada that actually annoys me. I have used other accounts on here, but with other anon. accounts, not as a registered user (which is allowed by Wikipedia since IP #'s change all the time). Hahaha, Wobbs, you are a fool, especially with how you place so much emphasis on those books recently released by Sykes, etc. which are a minority opinion in the world of population geneticists and other researchers. For your information, Racial Reality isn't a """"neo-nazi"""" site you anarchist loser with no hope because your life is meaningless and you don't know ANYTHING on what you read about with these issues. RR is a neutral point of view that seeks to refute neo-nazi, white supremacists, multi-racial, race-denier, assimilationist, biased opinions that influence works including the authors of those books you mentioned. Stick to being a pathetic lab assistant and get a life you fuckin tool and stop vandalizing pages and makin edits to suit your twisted opinons you fool. Hahaha, wow, do u accuse 'sock pupety"""" of everyone who gets under you skin you douchebag ???  

""",1
131471,"This IP address has been blocked pending a response to these reasonable questions. The section in question has references and while your disagreement may be reasoned, there is no way for us to know if you keep simply deleting the material wholesale over the objections of others. The block is not intended to last long, just to force yo to talk about your thinking here (where you can still edit). As a collaborative wiki, Wikipedia's good functioning depends on good communication.As well, you might want to read our central, guiding content policy: WP:NPOV. The neutral point of view mandates that we document all points of view, including significant minority points of view, even ones we consider untrue or morally repugnant, all while advocating for none of the points of view (consider the issues of creationism, evolution, or global warming, where either side might see the other as simply wrong; we don't adjudicate between their perspectives, only document them). We can, of course, accurately portray minority or majority points of view as such, though. ·t",0
152175,"Stalking 

you little shit you need to stop following me around wikipedia and deleting every fuckin thing i write",1
140688,"GO FIND A GIRLFRIEND 

I'LL GIVE U VANDALISM MOTHER FUCKER!
GO FIND A GIRLFRIEND AND DO NOT CHANGE THINGS!
DEPRESSED!",1
4936223586699e51,"== hiya... == 

 hey aussie fag, how would you like to suck my dick? better yet, eat shit and die, motherfukka 

 blow me, motherfaggot",1
5597ab1ac26e1d5c,"== Why did you delete my article? == 

 Your a fucking faggot for doing that. Actually, Wikipedia already has an article called Cannabis Corpse. Your a fucking retard. Put it back up.",1
391dc7e152004a2e,Agrreed,0
c93180432a4d3c1a,":::This model has had an impact on a number of studies so it goes beyond Hall's. I am currently working on improving this page and will be including case studies that other theorists have done based off of Hall's work, and will be adding it to the page soon.",0
51633,"Dihydrous oxide 

It bothers me how my Harvard professor says Dihydrous oxide is water, yet you idiots continually revert it without even looking it up. Literally, just try it. 71.115.3.186",0
31856,do you fuck that dog??????????????????????????? the consensus is yes. from the 4chan crew,1
141374,"Fuck you all, antisemitic faggots. 128.69.234.194",1
104503,"""Hello, Ruleoflawlawyer, and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are a few links to pages you might find helpful:
 Introduction and Getting started
 Contributing to Wikipedia
 The five pillars of Wikipedia
 How to edit a page and How to develop articles
 How to create your first article 
 Simplified Manual of Style

You may also want to take the Wikipedia Adventure, an interactive tour that will help you learn the basics of editing Wikipedia.

Please remember to sign your messages on talk pages by typing four tildes (~~~~); this will automatically insert your username and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or  to ask for help on your talk page, and a volunteer should respond shortly. Again, welcome!   Faddle 

""",0
37936,"Fuck you 

You are an asshole for terminating my YouTube account. I'll never forgive you. QueenZeppelin",1
77d422e698676b32,"u rr soooo  fucken gayyyyy 
 == Headline text ==",1
81229,"Demonising Turks 

It is obvious from certain Wikipedia articles that many people are using it as a vehicle to demonise Turks. Wherever possible articles derogatory to these people are being written, media and writings manipulated so that when a search is done of Google - only one version - a completely Christo-Armenia, Greek Othodox version can be found. It is seems that as in America, Armenian and Greek lobbying is alive and well here, too. What a shame that Jews, who found solace in the Turkish Ottoman Empire, while the rest of Europe was have progrom festivals have come on board, too. It seems that all that it needs to get the Jew and the gentile on the same wagon, is to beat the tired old donkey issue of the barbarious Turk. 

It wears thin. 

To be honest, I don't want Turkey to join the EU. I want you and teh editors and admin that are like-minded to carry on with your actions. We need to perpetuate the misnomers and misrepresentation of the Turks. Forget the Royal Academy's exhibition last year about these people. We need to keep isolating them. Because one day you will help in ending your civilisation by cutting such a large chunk of it out. 

I do hope you get what you deserve.",0
79859,.Jimmy Wales and Professor John Naughton have already been made aware of this,0
22426,"to do 

Altoona curve- fix horseshoe curve link to go directly to it.",0
147708,"""

In addition, please don't make changes to verified facts in articles and say in your description that the change is due to """"Spelling and grammar fixup"""". I'm going to have to revert one of your changes in the Sasha Grey article, as it's already a resolved issue. Thank you.

  CP30777""",0
13951,fuck all this shit in to dickmania,1
79451,"The article LaDell Fuqua has been speedily deleted from Wikipedia. This was done because the article seemed to be about a person, group of people, band, club, company, or web content, but it did not indicate how or why the subject is notable, that is, why an article about that subject should be included in Wikipedia. Under the criteria for speedy deletion, articles that do not assert notability may be deleted at any time. If you can indicate why the subject is really notable, you are free to re-create the article, making sure to cite any verifiable sources.

Please see the guidelines for what is generally accepted as notable, and for specific types of articles, you may want to check out our criteria for biographies, for web sites, for musicians, or for companies. Feel free to leave a note on my talk page if you have any questions about this.   Also, please see WP:COI and WP:SPAM.",0
145409,what does that have to do with anything.-CAYA,0
8217,is fucking dumd i hope someone kills him,1
c07127186230d552,":(moving your answer here to keep the dialogue in one place) 
 :Any changes would probably be best discussed at infoboxes talk page, but in regards to changing the formats of the date i'd prefer we just left it the US style. Although there are players from Cuba, Japan, etc, Major League Baseball is still a US-based league so I believe the mdy format would be best used. Others may disagree though.  

 ::Allright, the MLB infobox is obviously US-based, missed that. Still think it serves no purpose to have separate fields, but it would also be pointless now to change it, as it needs no such flexibility. 
 ::But the infobox needs to comply with WP:Copyedit. The commas are not optional, at least that's my impression. 
 ::",0
a9e083ba01d44899,WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DIE OF FACE CANCER AND DIE POOR. WIKIPEDIA IS INHABITED BY FAT CUNTS WHO FUCKING WASTE THEIR LIVES BEING FAT LOSERS FUCK YOU ALL DI,1
f30869ce29424a4c,homo with a raging temptation for dick,1
142186,Speedy deletion declined: James_Overall,0
112730a0a711c29f,""" 

 == is Now Available For Download== 
 Happy Easter to all of you, and I hope that this version may fix your current problems and perhaps provide you with a few useful new tools. You can download version 1.1 at . Let me warn you, however, to please be extremely careful when using the new Rollback All Contributions feature, as, aside from the excessive server lag it would cause if everyone began using it at once, it could seriously aggitate several editors to have their contributions reverted. If you would like to experiment with it, though, I'd be more than happy to use my many sockpuppets to create some """"vandalism"""" for you to revert. If you have any problems downloading, installing, or otherwise, please tell me about them at  and I will do my best to help you. Thanks.   """,0
132092,YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK,1
18620,custom and practice even when they do not involve the monarch also tend to be rather well documented. See for example Beating the bounds or the weighing of the Mayor of High Wycombe.©,0
106069,dick has gone limp from fucking hookers. =(''',1
eee24fb8d916b5fa,fuck hidtory all u bitch's it is for geeks aand fags me id rather be out fucking a ruond than be inside studing being a fucking teacher pet wich every one fucking hates so if u are a teacher fuck u and if u are a kid fuck u if u dont like what i gotto say met up with me,1
63820,"a human being. Understand the weakness that reveals - the words you read on the screen made you feel different about yourself, so you made them go away. It's pathetic! Understand it isn't too late for you to change who you are, to finally attain some sense of perspective, humour, and intellectual honesty. Good luck.",0
66724,"How About You Shut the Fuck Up? 

Stop fucking with my posts you fucking douche bag

I AM Joe Torres. Leave me be.",1
91846,"uR gAY 

U LIKE DICK u FUCKING FAGGOT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",1
