,comment_text,identity_hate
b1d42ee00e446a53,""":::::I am not wrong (not even """"probably""""). White House meetings involve mediation between parties, negotiation with corporations, and indicating what direction the executive branch would like to see Congress going. But ultimately, it is Congress that makes the legislation - that's why it has taken us months to get virtually nowhere. The President hasn't """"written"""" anything. The only writing he does is when he applies his signature to make the legislation become law. My advice would be to watch The West Wing to get an idea about how the Executive Branch works.     

 """,0
116843,"You are a racist 

Shut up you racist! You can't keep us Aussies out! You can build a wall but we'll tear it down, mate! 58.178.146.217",1
92316,"Oh, and before I get back to not caring about the block, I have to add, to really show off the idiocy of this admin, that before incorrectly accusing me of vandalism, he wasn't even intelligent enough to read through the conversation which led to my (abusive, not vandalistic, you liar) comment and didn't warn, never mind block a user who has lied about my actions, verbally abused my edits, attacked my faith in a cruel and unecessary manner and actually vandalised a page to push across his own POV. Now, I'm no expert on idiocy, but is TimVickers isn't an idiot then I don't know what is. Please, I beg of you, block me for the right thing, and apply the rules equally you pathetic excuse for an admin. I've gone from not caring, to being embarassed that I haven't actually been fairly blocked for actions I wanted to be blocked for (as can be seen in the comments that lead to it). Imbecile. -",0
1fe77b3601dd4b44,"== Encouragement needed == 

 I agree.  I just got back on today.  Did you see this [talk].  Didnt really help any.  Seeings he's the only one who does any real work on Cfd, comments like that don't help.",0
39344,"Fuck You Your a Fag==

==",1
20293,"Homo... 

Don't be gay- mind your own fucking business!",1
112347,"Splash15hotel, ur a fucking faggot, dude. Get a life!",1
117615,"why are u the way u are? 

ur a little bitch, why did u delete tylers wikipedia. you are probably gayer than him. go to hell",1
37608,"Superman
I've seen that, it's been corrected. The Preceeded bys and Followed bys are meant to establish when the films were made, not where they fall in continuity. If you were to follow that rule all the Indiana Jones movies would be in a different order, seeing as they were not sequentially made. Superman Returns follows Superman IV, but, it retcons all events in that movie. Just because it retcons it doesn't mean that it doesn't follow it. We use this to establish that it was the next movie made in the series, not where it falls in the series. Thank you.",0
84905,Perhaps you could answer my question.,0
123944,"YOU BRAINLESS EDITORS 

You idots are probably majority white.

I put a relevant post up called NIGGER CRACKERS, which is a readily used and historically used Racial Epithet, in Northern America and you try to discredit me and pose to ban me from editing. 

If the term NIGGER CRACKER can't be posted, then the term NIGGER should be taken down. 

If NIGGER isn't taken down, or NIGGER CRACKER isn't allowed up, wikipedia will be facing the biggest law suit of our day and age.

Don't threaten my posts again as well.

I'm awaiting rapid feedback or my lawyer will be in touch.",1
10792ca6d33a956f,"==Talk:Adams motor comments== 
 Timharwoodx, I gather that you and  have some disagreements about the content of the Adams motor article.  That's fine, and a little debate is very healthy.  I—and, I imagine, other editors—would appreciate it if you could tone down the remarks that might be construed as personal attacks, though.  Cheers,  |",0
206312ae686bf1af,You are all niggers thatshould be burned at the stake and I hope you do.,1
28695,"""

""""Phythian clearly cites Murray Waas and Craig Unger as its source.""""

They are journalists. Who are their sources?  """,0
8c7dd2ac90e2930a,"== Fucc whut they think!!!!! == 

 Hey Torrance Bad Azz nan nigga shouldnt stop yo show i hear a lot of people sayin boosie aint shit it dont get dat good 4 them 2 say dat around me bout u i preety much know everythang about yo lil young azz,anywayz i really juzt showin my appreciation 4 u cumin up since aint nobody else doin it i would mind bein yo fifth babymama i promise u aint gone get tired of me LOL im juzt obssessed wit yo Bad Azz dat make 2 of us so when u put 2 n 2 together!!Figure it Out!!!!!                                                       $avage Azz",0
68facdbae6702fa7,""":Sorry, KK7, but checking your , you've done nothing else but add vandalism and slander to pages related to Celtic and """"Catholics"""" since May this year. Not a single positive contribution. How sad. 
 :THIRTEEN times you've added this to the JS page. I have reverted it THREE times. 
 :In your earlier edits, you included the phrase JS """"covered up...for 20 years until his death"""" - which proves: you can't even count. 
 :I stated to your """"co-conspirator"""" B the B that I had no real objection to a mention of the Torbett affair in the article - but certainly not in the introduction - is this really one of the most important things to say about JS in a summary of his career? 
 :However, what I will not accept is any attempt to smear Jock Stein with any of this """"Big Jock Knew"""" garbage. The man is dead (dying taking OUR country to the World Cup), and we will never know what he did and did not know, as we can't ask him. 
 :Answer this simple question please - what date Daily Record? |  

 """,0
c3e492ae9cc9702e,"== Rape#Protection == 

 Please see Talk:Rape#Protection. Thanks, 

 ''''''''''",0
65988,"Why Wikpedia Is Gay

Wikipedia sucks. I will never forgive you, user:Gwernol. The whole verifiability thing is completely retarded and gay. All I wanted was a simple article for Westside, and could you give that to me? No. Apparently, everything needs to be reviewed and published by the New York Times before you can put it on Wikipedia. I understand that there are certain things that don't need to be on Wikipedia, but Westside isn't one of them. Are you suggesting that Westside doesn't exist? What the fuck is the world coming to when these are the criteria for my article? In conclusion, fuck user:Gwernol, fuck Wikipedia, and fuck your ridiculous verifiability criteria.",1
113646,HA GAAAAAAAAAYYYYY,1
59777,"Can you not fight your own battles?  The fact of the matter is you deleted my question until I brought it to other's attention.  You seem upset that someone is standing up to you.  Again, the question....Why do you purposely delete posts made by minority users?  Do you enjoy declaring people to be as unnotable as yourself?",0
148725,"republic of mosquito 

FAGGOT! FAGGOT! GET OFF MY INTERNET!",1
33200,"What?? 

Go lick a pig you arab muslim peice of scum.",1
33341,American mouths are way too faster than American brain ) You Americans need to learn to listen if you truly want to get out of the mess you're in.,1
81905,"""
Well then why won't someone block Hopping for edit warring and putting a dumbass 3RR warning on my user talk page for removing it?   Talk• Contributions """,0
129732,"Sixstring1965|Sixstring1965]] 15:34, 12 August",0
149928,"Basically, homosexuality lowers productivity, which, through natrual law, would make it a disorder.",1
55671,"Yeah 
Please, delivery it!
I'll appreciate",0
74542,"Ronald McDonald is gay and he has a fart fetish 

Ronald McDonald raped me in the ass with his massive penis and then he farted on my face because he is gay 219.127.83.147",1
103560,"""

The problem is that we have anonymous unknown """"some critics"""" being cited in a fashion that's almost impossible to argue against. If I cite several examples of critics who don't credit her with HP's success, the weasel wording in this article will still be used as evidence to the contrary. Outsourcing the weasel wording to poorly written journalism doesn't make the point any more accurate. 12.195.103.2  """,0
82207,"Interesting 

Now I know where Bangladesh is and about something that happened there in the 50’s. The article makes me wonder how the students knew about the protests to be in them and why they wanted to be. I suppose the frat boys didn’t want to retake their written test for their driver’s licenses or maybe it was like going to a sports event. I particularly found the map informative, since without it I wouldn’t have imagined where Bangladesh is. I suppose many Bangle’s had already been studying English at the time of being told to learn yet another language.  Chuck Marean",0
141337,"Hey 
Fuck you, you Russia-loving cunt.",1
ce1c5ab2247fd29d,"So typical of the arrogance of you vile anti-Semites. You filthy piece of shit.  

 All you lying anti-Semites need to die. You fucking scum always stick up for each other. I will hunt down and kill every single one of you Jew-hating Nazis.",1
49751,"EPic Fail 2 

I am FREAKING SERIOUS!!!

I CANNOT be blocked.

You Failed AGAIN!!!

Goodbye.68.79.167.11",0
15940,Yes I know hence I have retired but please have the good grace to acknowledge the contribution I just made - Happy Easter & good bye.,0
106755,"Please stop adding nonsense to Wikipedia.  It is considered vandalism.  If you want to experiment, please use the sandbox.  Thank you. 21:05, 15 Apr 2005 (UTC)",0
c1359981dffffab2,Shut up nigger. I am jerking off in your moms mouth,1
26c35c89d7b5d333,"bodybuilding.com misc section needs to be included, faggots.",1
136156,""":Just to be clear, this would be inserted after the Auchan blue link in the perso section, he *never* applied to Russia for citizenship, he has since been offered Chechnya residency as well. So now he's French-born Russian-Tchetchen, hope no more countries get involved or the infobox will break.  Parley! 
""",0
93395,No Indictment for Rove??? But you headcases promised....,0
dc4596a8a7a8728b,"== Award == 
  For your help and expertese in helping me make Flag of Mexico into one of the best articles on WP, I give you this Barnstar. Gracias, mi amigo.",0
5969,"""=== Page is in rough shape ===
With the recent purge of content, the page is not as informative as it once was.  The biggest problem is the first section which had the  """"proposed benefits of basic income"""" topic removed.  One editor may appear to hate naturalfinance.net, since the reason for removal was declaring that site to be a blog.  Also removed were affordability calculations that were researched and verified with working links, but also published on a platform that can be declared to be a blog.  Meanwhile the content left in the top section has poor references that do not appear to match the content.  For instance there is no reference for any conclusive argument or data that basic income creates a disincentive to work, and the link to reciprocity is not online, and the topic not a major issue.  Both of those topics have good quality """"blog classifiable"""" sources available.

In order to Be Bold, I would recommend that eligible source material be broadened to include any quality content, including from sources that are not government funded.  Basic income is after all not within any traditional government agenda, and so limiting information to sources funded by interests against basic income harms the quality of the article, and prejudices/suppresses the article from being informative and enlightening.  Barring this broadened content eligibility, we all need guidance for what is eligible content, and perhaps what makes naturalfinance.net ineligible.  (The content there was written in 2011, and has been adopted, whether independently or without attribution, by other authors)

Here is the major recent deletion https://en.wikipedia.org/w/index.php?title=Basic_income&diff;=595677190&oldid;=595667344 .  Specifically the proposed benefits section should be reproduced.  Some of these can be sourced elsewhere, but we need a clear understanding of why it was originally deleted:   

Proposed Benefits

naturalfinance.net describes several purported benefits of social dividends and basic income:
 Wealth redistribution is the best possible economic development program because the wealthy don't spend as great a portion of their income as the poor do.
 Basic income is the most efficient possible form of wealth redistribution because there is no bureaucratic overhead needed to filter recipients, or find and punish abusers.
 Basic income as an alternative to public retirement pensions (such as social security in the US) is the only possible prevention of generational theft that will occur if the funding sustainability of future retiree pensions and care is threatened
 Reduced crime as a result of lower levels of desperation.
 Balanced power in the labour market as a result of not needing work out of desperation, and better competitive position of workers if some people choose not to work.
 Better work opportunities as a result of people better able to afford an education or business start up.
 Smaller government made possible and attractive by the alternative of increased basic income to offset any program cost reduction.  Viewed this way, the cost of every government program is paid for equally by each citizen, even if the source of government revenue is progressive income taxation.
 Social justice is achieved efficiently and automatically, with less requirement on charity and welfare.
 It is easier for volunteer home owners to help the poor and secluded through group homes by being able to rely on their certain income.  Its possible and easier for the disadvantaged to group up and help themselves in the same manner.
 Natural finance's definition of social dividends (variable basic income: tax revenue surplus over social program expenses) essentially allows the level of basic income paid to citizens to rise with economic, productivity, and automation growth. The affordability of basic income adjusts automatically to the performance of the economy.

""",0
134863,"""

You did, but not for the better. Not NPOV and barely readable, thanks to poor construction and grammar. As for the """"quite well done"""" claim above, well, hardly. Optimism and over statement, here or by the Citizendians, is no substitute for useful content. The battle for that was lost long long ago. CZ is an all-but empty bucket, poncing about the place under a clunkingly poor inexpert page design, with utterly glacial progress,  mired in an undending barrage of high sounding committee babble.""",0
125180,"STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE",1
106617,", I hope your retarded kids get anal raped and murdered for having such a fag as a father. I'm gonna fuck your fat wife and trow her over the bridge. Consider yourself happy, another useful editor of Wikiepia retired. I see more users retired everyday. Don't even dare removing this you peace of shit, I do what ever the fuck I want with my talk page. Report all you want old cunt, I no longer give a fuck. And don't fucking leave a NPA warning template, just block me. That's what you do best.",1
73821,"Shut up you asswipe, we don't care. I'll decapitate your mother and shit down her(his?) neck. Go back to Jewland you fuck. 

http://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawking

http://en.wikipedia.org/wiki/The_Real_Stephen_Hawking",1
75143,"""

 response to another question Re Talk:Homeopathy celebrendorsments 

""""No, we could use the fact that celebrities have been paid to promote these products to support the statement that homeopathic remedies have been advertised by celebrity endorsement. However, advertising and popularity are two different things - one is hoped to lead to the other by the people paying for the advertising, but it isn't a necessary connection""""  Tim Vickers, a statement that could be interprested as arguing that all of the celebrities who support homeopathic medicine have been paid by mystirious """"people"""" (Big Homeopathy conspiracy theories?!??). Not only that, Vickers later confessed to """"just cynical about """"celebrity endorsements"""" in advertisements"""". essentially he admits that he believes that rush limbaugh, Bill Clinton, the Pope, and the British Royal Family were all paid to publically endorse homeopathy. Can that be right? Its possible that Vickers meant something else, but it cant imagine what else. Later on, """"""""I think any normal person assumes that if a celebrity appears in an advert then they have been paid to do so.""""   """,0
1a9c81ff800105c7,"===i'll be damned before I let you WHITE right wing wealthy TEA BAGGERS control the world=== 
 it already happened in the 1900s but it won't happen again never again will the many kneel down before the few for favors and table scraps i'll mess u up if you try to mess with the will of the public fk u, fk ur ancestors, fk ur children u rich WHITE SLAVEHOLDER 
 FK U WHITE REPUBLICANS (in the case u are black)  U should be ashamed u supremecist asshole for siding with the white people.  This guys grandfather probably spat and fked ur grandmother in the cotton fields.  IF  U ARE BLACK AND A REPUBLICAN GO FK URSELF U MOTHER FKING retard   U ARE THE EMBODIMENT OF EVERTYHING THat is wrong with our society.  U ARE NOT WHITE, no matter how many wine tasting events and charity dinners u go to, u will still be the black fker to all the white people.  SO IN CASE U are COLORED STOP!!!  stop helping the whites, stop voting republican and right wing, stop attacking the poor and defenseless.  GO JOIN OBAMA AND THE NEED FOR change.  U JUST MADE A BIG MISTAKE MUTHER FKER; i'm gonna rape the tar out of ur account for fking w/ me stupid jew.  I'm gonna fking terrorize u like the whites did to the blacks during the 1840s.   HOPE U COMMIT SUICIDE cause u can't handle it u mother fking republican t-bag. 
 ((In the case you are democratically inclined feel free to shoot me an email and I will leave u the alone, if not i will go on every ip address i can find in my college campus/small town and fk the living tar out of u)) 
 email is (seriously):  dumbasssrepublicans@yahoo.com or republicansareevil@rocketmail.com  
 :Oh noes.",1
f737fc346b39cf9c,HE AINT SHIIIIT WAT BOUT YO OLDER CHILDED NIGGA,1
148971,"""Just a quick thing, could you possibly copy any text from this article: Stephen Kiehl, """"Homersexual debate splits Springfield,"""" The Ottawa Citizen, February 12, 2005, pg. L.7. and paste it on my talk page? Thanks, 0422 

""",0
18595,I  wouldn't  be too  sure of that - other admins may  even see it  as blockworthy. I've semi protected the page.,0
141507,"Message 

Go fuck Loy Wong, you dirty, old, white, asian basher.

Also, I am 767-249ER

122.106.59.22",1
23397,"Pascal is a flaming homosexual, he likes doing young boys in the anal hole and is a huge pedo, him and michael should live together",1
17585,"What the FUCK is your problem, bitch!!!!!!!!!!! 

Why the FUCK did you delete the Dreamtime Festival page, shithead. Some folks are actually interested in things like that, bitch. Why don't you do yourself and the world a favor and stick your head up your ass and take a big whiff. Guess what? Your shit stank, like everyone else, you self-righteous fuck-sissy!!!!!!!!!

                                                    Sincerely,
                                                    The guy that's fuckin' yo MAMA, bitch!",1
44a1b6fb83aeea6f,"मछलिया जल बिना नहीं रह सकती , 
 पंची आसमान में उड़े बिना नहीं रह सकता , 
 और मै प्रभु को याद किये बिना नहीं रह सकती... !!! सुनीता !!! 

 जिंदगी में वक़्त कभी एक सा नहीं रहता , 
 आज अच्छा तो कल बुरा ... और फिर अच्छा बन जाता है , 
 ऐसे में अच्छे वक़्त में अपनों को ठुकराओगे  
 अच्छे वक़्त में अभिमान से घिर जाओगे , 
 तब बुरे वक़्त में आंसुओ के सिवा कोई साथी नहीं होगा ,,, 
 अपनी और अपनों की कदर करना ही सबसे बड़ी कला है !!! सुनीता !!!",0
154338,Islam is racist it kills people that resist it. Like the Cybermen it is convert or die and if you resist instant death.,1
94429,No he really is a stinking gay rights activist. Your are such a retard. You just assume that I am being a jerk to him because I am making a wiki that says he is a gay activist. HE IS A GAY ACTIVIST. You sir are being prejudice and need to stop. People can legitimately support gay rights retard.,1
fcb9d06578388c93,"== Why isn't this article deleted and redirected to the Season 2 page yet? == 

 AS A HATER OF NIGGERS AND NIGGERISM I DEMAND MY FELLOW RACIST WIKIPEDOPHILES HURRY UP AND DELETE THIS 

 FUCK ANIME ESPECIALLY NIGGER ANIME I HATE ANIME AND NO ANIME DESERVES TO HAVE AN INDIVIDUAL ARTICLE FOR ANY SINGLE EPISODE BECAUSE FUCKING NIGGERS FUCK 

 four tildes   ) 14/88 fuck all niggers",1
70983,"I don't recall the context enough to say for sure, but I don't think it was a good fit anyway. I think it was more about radio signals than sound recordings as I recall. And thanks for the advice about the talk pages on each topic. I'm not that familiar with how moderation conversations work on Wikipedia.",0
77849,"""

For the record, I am fine with this decision (and told Milo that I wouldn't be reverting the deletion before he make an issue of it at WP:EL).  I am new around here, and after being kindly refered to the COI page, I understand why posting a link to my own site (no matter it's quality or authority) is unacceptable.  That isn't to say that Public Parapsychology isn't an appropriate link for the article...just that it's inappropriate for me to put it there.  (Talk | Contribs) """,0
88745e971f0b3a8f,WP:LEDE does not require the 1st sentence give a complete def - but does support doing so by the end of the 1st paragraph,0
83259,"Oh yes, the classic Armenain grandmothers spewing their hate venom.",1
79215,"Abrech is a stupid jew rat. and i hate jews. swastikas are cool. 

you stupid big nosed smelly jew. go away and stop sending me warnings. ... you fuckhead.",1
157759,Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina. Vagina.,0
58564,your fucking face. faggots,1
46116b9d64fdd411,""" 
 ::I move that a citation for The Smoking Gun article be added in addition to, or lieu of, the AP citation. Having the AP filtering the news for moralistic reasons doesn't do anyone any good. In addition """"I'm gonna to be fuckin famous"""" seems to be the appropriate quote. Agree/Disagree?   """,0
5be6193d12b1dcbc,"Hey This Is Tatianna And I am 5'4 and I Have Long Black  Hair With Brown Highlights. Well I Have a lil sister she 2 her name is brianna, she a lil brat sum time but we get a long still.And I am still sexy 4 those niggas out thurr ight so hit back!!",0
66594,"""

 TO UNRE4L  

tHIS IS IN REFERENCE TO UR STUPID COMMENTS ABOUT INDUS VALLEY NOT BEING INDIAN....

u are a fucking wanker!!!! There was no fucken pakistan or idependent state of pakistan before 1947!! infact most of the """"pakistanis"""" are real indians of the muslim faith which were conerted by the arabs. I hate you people that attempt to leech off indias majestic history before you pakistanis cant get your own food, own laguage ( urdu is at least 50% hindi), own identity and own land. India has given so much land to you, to avoid conflict ad now you want to take away our ancient civilisations??? I have had enough!!! Indus Valley was indian land, occupied by indian people!!! gOD GAVE INDIA TO THE INDIANS NOT THE PAKISTANIS.... REMEMBER, PAKISTAN IS INDIAN LAND.... SO IS KASHMIR AND JAMMU!!!""",1
98167,"""
Ha! ) Well, I'm off to bed, so cya. Cheers, '''''' """,0
aac32acdf9ba0905,Black Kite is a knee grow homosexual who can never stop me from editing on unsecured wi-fi's.  i just drive my car a couple blocks down the street to the next star bucks and do my work there.  you're a clown.  i've been doing this for YEARS and no one can stop me.  they just block an IP that belongs to some poor sucker and its only that poor sucker who gets hurt.  not me. cuz i just move on down the block.  So keep at it black kite. u have to watch everywhere. i get to pick and chose my targets. lulz,1
6a9a44a9e0aaedec,"== americans are gay == 

          d",1
97145,"Homos on Wikipedia 

Hi Chris! Thanks for becoming part of the Wikipedia community! However, there re lots of homos who edit Wikipedia. Here is a list of all the homos on Wikipedia. I hope you can set them on the straight path, because God and Jesus hate sodomy!",1
27631,Test 123 321 test complete,0
8b9274672d8b8792,"== November 8, 2008... == 

 Uh, why is it listed as being on the Billboard chart at number one for November 8th, when A) the date the charts came out with it on top was October 30, and B) as of this writing, it's not even November 8th yet?",0
58290,"Correcting date anomalies 
Dear Noq, I found an article about Luis (Lucho) Azcarraga, a very famous Panamanian musician, which was extremely short, and I added some contributions. As a result of that the article was deleted.
Is there any way to reverse such an absurd decision?
Ggha",0
80063,Hi IM SO GAY AND RETARTED WE SUCK SO MANY BALLS OOOOOOOOOOO I LOVE MEN!!!!!!!!!!!!!!!!,1
54874,"oh wow thanks for defending that guy who deleted everything i wrote.  how would you feel if you spent hours researching, only to have some jerkoff guy delete it?  you dont care.  you must hate me because im jewish.  you must be a nazi.",1
67929,"you are delousional how can Albanias T-62M & T-55AM2 which Albania purcahsed in 1995 teh latest tanks to ever be purcahsed be in storage get reall and Albanias older Type 59 be in service you are posting miss information some thing goes for Albanias BMP-1, BMP-2 & BRDM-2",0
72df7575c44d9ba6,"== epic fail == 

 I seriously cannot believe it... 

 I CANNOT be BLOCKED or STOPPED 

 Goodbye faggots.",1
63fdcac32de571ed,"You are right Mike, sorry I retract that. You obviously arent a real Nazi, the real nazis over at Metapedia kicked you out because you didnt think Jews were stupid, just evil.",1
41629,""" (UTC)

There is a """"Wild Haggis"""" on display - stuffed and mounted - at the Kelvingrove Museum in Glasgow.  Quite amusing. 83.71.166.34  11:43, 24 March 2009""",0
129345,"fuck u asshole 

cock dick ass fuck shit bitch fucccccckkkkk yoooouuu u german fag",1
9c10541936fb5704,"== Somalia nigger == [soh-mah-lee-uh nig-er] 
 A black man arm and angry(someone from a gang)",1
a954e92763724174,:This is the same person as . The lack of coherence suggests this individual is currently psychotic. __,0
50621,All articles are short when they are first written and my article provides content and should definetly not be deleted. People will make it longer.,0
17187,"I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS",1
116644,"Hi will, are you a nigger by any chance? I am from the region and much of what is written is false and misleading. first of all, you cannot group all these diverse groups together, they don't even recognize the word berber. Southern mediterranean are white or Arab or berber, which is not of black descent. a black person, and no i am not going to capitalize, is a scary thing in North Africa. The studies that are cited are useless, as the sample used was of inhabitants alogn the mauritanian coast, who are naturally of sub-saharan descent or at least partially. Mauritanian, though consider part of north africa for some idiotic reason, is not recognized as part of north africa, and is considered black terriroty, western african territory. If the region were a democratic one, these absurdities wouldn't exist.",1
86941,Archive created on the 29/09/2015; disscusions from: user talk:Catmando999,0
