,comment_text,threat
13964,I am going to murder ZimZalaBim ST47 for being evil homosexual jews.,1
130311,", as WP:NSONGS cannot be ignored",0
80612,"I hit a jack off all day, after the rape my mother, destroy the vagina until it hurts, then when you start bleeding I start to have sex with the mother of you Americans motherfuckers

They give the anus and the vagina every day for free, I'll sing a piece of music of Brazil who have money who slips into the vagina is not you jack off 10 year old girl already has at the vagina

The Brazilian soccer team is the best in the world humbles Americans

I get a boner from hell just eat your mother, that once again put out my articles you sons of bitches

vagina of mother north americans",1
93229,"ediot 

if i find you on street i will kick ur ass",1
9406,"I'll help you with the three more links to the intro discussions.
  I've proposed the current intro
  'de-facto independent' discussion
  'republic' discussion
 Please look there for the arguments supporting the current intro first.
 ps. You're again making en-masse edits (). And why have you removed Transnistria from the Slavic unrecognised countries category? There are no exclusively Slavic countries and Transnistria does have a Slavic majority.",0
4bab29d7b00f531d,"SHUT UP, YOU STUPID F***ING RETARD OR I WILL KICK YOU TO DEATH!!!",1
61972,""":::::I cannot resist: """"Ms Montgomery said Mr Hurtig had indeed spoken to Ms Ny, and this was clear from texts sent on September 22 which showed they had discussed a formal interview date and even a possible time. Mr Hurtig conceded he had told Ms Ny he could not contact Mr Assange, saying he had tried to find him, but wasn't sure if he left a message or not."""" . This is the exact opposite of what the above quote and the article have been implying for weeks.   
""",0
83092,"Go kill yourself. 

F**k off and die, Retarder.",1
52195,"Wow...you hold a masters degree in economics and have taken many doctoral courses? Is that supposed to impress us? Most professional economists are on the payroll of the FED, so of course they reject Austrian economics. AE is, however, the oldest continual school of economic thought. Moreover, it doesn't have the dismal track record of mainstream economics, which, to quote Bill Maher, is a litany of getting shit dead wrong. From the Wall Street crash 1929, to the non-existent depression of 1946, to the Bretton Woods system, the stagflation of the 1970s, the S&L; crisis of the 1980s, the dot.com bubble of the 1990s and the housing bubble of the 2000s. From Keynes' suggestion to bury FED-notes in glass jars underground and let people dig them up, to Samuelson's insistence on the USSR overtaking the US from the early 1970s to 1989, to Krugman's Space Alien Invasion solution to our present day crisis.
Just to name a few examples of the top of my head. With a track record like that, of course they will shun the one school of thought that get things right, that understand what economics actually is and, more importantly, what it isn't.
It's not the mainstream economists that don't take AE seriously, it's the other way around. For good reason. So excuse me for not being all giggly about your supposed training in economics. Like Jefferson said, you'd be better informed of current events if you didn't read any newspaper at all than if you read those of his day. Likewise, you're likely to have a far better understanding of economics if you've never taken an economics course than having spent years studying Keynesianism, monetarism, neoclassicism or whatever mishmash of mainstream schools that gets taught in the universities today.",0
47179,"Fag 

Stop reverting my edits or I will kill you",1
38578,"fuck you honkey, why you hatin' on blacks? You fucking pussy geek nazi, I'll come to your house and rape your mom because I've got a big black dick in her tight white ass, honkey",1
e642121eb6e6732a,"== List of transgendered people == 
 This page is currently being considered by editors for protection. Do not remove content from it.",0
31753,"Hello, I think you are a fuckwad. Eat shit and die?",1
122902,"But what local governments tend to do is declare a redevelopment zone to susidize - typically housing - development.  The new property taxes go to subsidize/fund the development through the local redevelopment agency, and the local governments have to slap a Mello Roos tax on the property to keep up funding for police, fire, schools etc. to maintain fiscal neutrality. This mello roos is on top of property taxes, and makes the housing even more expensive. I'd really like to see a good, strong, source for what you've heard.",0
41805,"Be nice and don't be a dick, or I will kick your ass.",1
141411,"Cheap caste fanatic Jonathan. NBK Wiki page vandalise chesinappudu leedu gani , Chimpu gadidi edit cheste noppi telisinda. Mind your own business and stop vandalising NBK's Wiki page.",0
b46fdbc8280fba05,"== Contested deletion == 

 This page should not be speedily deleted because Guy is a well-known researcher in the fields of computational molecular dynamics and electrodynamics.  Guy have suggested a method to improve the efficiency of the next generation of lighting and display technology as well as discovering several new surfactant materials.  Guy is the reviewer of high quality academic journals including Optics Letters, Journal of Review Chemistry, and Chemical Engineering Communications.  Guy's blog on codes in high performance computing has over 90,000 views since February and Guy is a Tae Kwon Do Chung Do Kwon Master and have appeared in many tournaments, placing second in the Rochester NY City Mixed Martial Arts Tournament in 2012.  Guy's Grand Master is Duk Sung Son, founder of Tae Kwon Do.  Guy has notable and interesting connections to multiple persons who already have their own Wikipedia pages.",0
11672,"this is a good story if it were written and expanded it would be better,

why did he turn against the gvmnt?

why is his military status disputed?

what were his thoughts on 9/11
 
what is the official statment made by the sherriffs department that killed him?

the artical said 'the shooting began'

well by who? did the cops shoot,

were there dash cams in the patroll cars?

were there audio recordings of the final confontation?

were the police clearded of any wrong-doing?

were there any charges on police or official investigations related to this?

FOUR TILDES!",0
4e54184cdf9ca713,""":I agree that the example is controversial and unsuitable. That said, it's about an ordinary person, e.g. a Christian fundie such as do exist in the world; this has nothing to do with what you deign to consider a """"serious theologian"""". And by the way, of course a """"serious theologian"""" won't recognize that there is an obvious and ridiculously simple problem that discredits the scriptures; after all, if a person is inclined to recognize such a thing, he would have realized that """"serious theologian"""" is an oxymoron and then he wouldn't have become a theologian in the first place. A scholar of religion, perhaps, but not a """"scholar of God"""", which is what a theologian is supposed to be.   

 """,0
28855,JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALE,1
54a1d9d7a7a86e7d,""" 

 ===Further=== 
 Most of the stuff in """"Dave Grohl and other contributors"""" is rather irrelevant to this album ... """"Grohl's first performance with the band occurred at 7 March, 2002 in The Troubadour, Los Angeles, and his last performance was at the Fuji Rock Festival on 28 July, 2002. He returned to the Foo Fighters soon after.[8]""""  There's no need to tracks these guys' entire involvement with the Queens at all. 

 Are all those track listings necessary? They convey no extra meaning to the general reader (whom we are supposed to write for) and simply make the article more listy. Is there any discussion on the main album cover?    """,0
144990,"You're a motherfucking prick! 

So, you don't agree with my comments on alcohol, huh? Well, I don't know where you live (if I did, you'd be dead by now), but you fail at life for supporting alcohol. Go kill yourself, you asshole!",1
1b9f30b3d3217784,"Hey, fellow wikipedia. 

 I WILL KILL YOU! Jk. ]",1
129644,"Die 

I HATE YOU PRICK YOU DINT DESERVE A PLACE HERE",1
88801,"AND TO THE PARTY WHO FUCKS ME, FUCK U! I'LL BE BACK HERE IN FIVE MINUTES AND HOPEFULLY YANDMAN'S HEAD WHEEL BE CLEANING MY ASS AND HIS BODY WILL BE FAR AWAY FROM HIS HEAD",1
799638b93f93a0c4,::Damn you cocksuckers! FUCK YOU AND YOUR MOM. I HOPE ALL OF YOU DIE AND GO TO HELL. GO LICK PUSSY YOU DIRTY PIECE OF SHIT FUCK YOU NIGGA FUCK YOU ASSSHIT I HOPE YOU DIE YOU DIRTY PIECE OF SHIT . YOU'RE SO ULGY FUCK YOU GET A FUCKING LIFE ASS FUCK FUCK FUCK FUCK FUCK YOU COCKSUCKER YOU FUCKING FAG PUSSY BITCH NIGGA FUCK YOU FUCKING CRACKER,1
6b786f8faa0d1e97,"""Including this one from Tim Worstall of the Adam Smith Institute:  http://www.adamsmith.org/blog/international/more-on-this-neo%11liberalism-thing/ """"Or as those desiring that near a billion people escape poverty and join us in enjoying the fruits of the bourgeois lifestyle should perhaps be saying, neo-liberalism is dead: long live neo-liberalism."""" 
 """,0
58932,"I suggest you to watch your back, BECAUSE I WILL SMASH YOU INTO FKING PIECES",1
151090,"Crap  

 Do you have a job of do you just enjoy deleting peoples pages on an all day power trip?",0
50917,"Drop dead 

Drop dead.",1
119074,"I agree, but the war was started in 1911 when Italians invaded Lybia. From this war, start the First Balkan War, with the end of this, started the Second Balkan War, and with the end of this, the WWI. The WWI caused the WWII. Actually nobody can say that Hitler started the WWII as with occopation of Belarus and Ukraine by URSS, Germany was affraid that URSS would invade Poland. So Germany invade Poland first.",0
132027,REDIRECT Talk:Muswellbrook railway station,0
89334,"I AM GONNA CUT OFF ZHANZHAO'S FUCKING INDIAN-CHINESE BASTARD BALLS (CHECK OUT THE CONTENTS FOR PERSONAL INFORMATION RELEASED!) 

Zhanzhao is GAY!!! WAHAHAH",1
4bab039e7bbb4283,"GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS. GAY FAGS SPREAD AIDS AND FUCK LITTLE KIDS, STONE AND GAS THE FAGS. GAY FAGS FUCK THE WORLD AND GOD HATES FAGS",0
101120,"""

 The precise definition of race is under dispute.. 

I wrote this to help spread understanding, please make sure to read the definitions of outcrossing on the link.

There is a lot of misunderstanding of genetics and further there is a lot of misinformation that people spread because they WANT you to think that there is no difference between peoples for a political or social agenda, that does not make it so. Humans share 98% of our genetic code with Chimpanzees, yet that 2% defines our differences and is important as is the difference in the human population, no matter how small the difference.

There are obviously differences in the expressed traits between Asian, African and Caucasian. These are different types of humans, if you choose to call the a race/breed or type it's up to you and it's immaterial. My argument has always been that racial diversity should be preserved which is a more neutral position rather than promoting that race mixing and interbreeding is somehow positive.

You and many people that listen to pop culture may think that by interbreeding you are helping humanity and there are lots of myths about how you will create better offspring; offspring that have the best of both parents. This is just a myth told by people who, are trying to say that people are equal, if different. Yes, people are people as Americans we believe that all people have certain inalienable rights but the best position for humanity is for each of the races to exist, separately to be the best we can. If you truly understand the advantages that diversity offers you will agree too.

I personally breed horses. And this is where I'll start telling you a story: the Thoroughbred horse started out as a mixed race horse. It was based on Arab stock and was bred only for speed for many generations, regardless of breed, the horse that ran the race the fastest was bred to other fast horses. The Thoroughbred breeding book is now closed, which means you cannot breed a Thoroughbred to any other breed, because, ANY cross you make outside of the gene pool will reduce the speed of the horse. This is called line breeding, please read this article as a basic """"learn to breed"""" guideline: http://www.learntobreed.com/linebreeding.html. Line breeding(inbreeding) is a useful technique as is outcrossing when advantagous to produce quality results, random mixing is like a child finger-painting and does nothing positive.

What Wikipedia has been proposing is that random interbreeding is potentially a good idea and should be treated as potentially positive. Any person who knows about breeding animals will disagree, it's very unlikely that race mixing will result in a positive result unless it was planned for by a geneticist. When you cited the plant hybridization, that's what you were doing citing a hybrid that was designed in a laboratory and there were not human beings or living animals as a result of a genetic mistake. You can't through bad human crosses in the trash like you can with corn.""",0
80574f8cb440c78a,"(如： kill, killed; rape, raped) 
 :::",1
35359,"Congratulations and good luck with the mop, bucket, and flame-proof underwear.   (talk)",0
15927,Insult me once more and I swear you go down. Understand little coward?,1
600,"I'm also a sock puppet of this account...SUPRISE!!
-sincerely,
            The man that will track you down from the Internet and kill you",1
a1b3112c0f50abab,show which will soon be cancled because of how much it sucks I mean where the is the is the friggin kicks in the nuts you know something just for that you should be named dick,0
3904,"Stalking 

Please refrain from stalking me and reverting my changes in articles that you have never edited in before. Considering all your recent public attacks against me and edit-war like behaviour, it would not be a hard case to prove if I decided it was worth reporting.",0
130574,"Lindseys statements and time tables are educated guesses. Lindsey is an interpreter, not a prophet. While trying to credit him with being wrong you don't acknowledge how the current situation in the world is actually falling more and more in line with what the bible has predicted. Also as to your comments on the temple...Jews are not Christians. Hal statements are in reference to what an orthodox Jew would think and do. They (Jews) do not have the NT, they live by the old covanent which commands them to built the temple. That will happen when they have the opportunity. Lastly Lindsey is an interpreter, not a prophet.  Dean 3:44 am PST",0
85769,"sarah palin is a fucking bitch 

this stupid nazi woman is a fucking bitch...

i hope they kill her.. RACIST conservative NAZI...

stupid ugly bitch with glasses...

and the americans love her because shes a fuckign ku klux klan..

die sarah stupid racist..",1
66277ae90879826f,"I inserted the NPOV tab.  The article makes no sense.  The particular conflict between the Mughals led by Ram Singh and Ahoms led by Lachit Barphukan and Atan Burhagogain is well documented.  The only peace treaty came after Ram Singh was soundly defeated at the battle of Xoraighat, not because of some magic mumbo-jumbo as the article claims.  Nowhere in recorded human history any battle have been fought and won  with magic. Thats just fantasy.   This article is just garbage.  Perhaps Guru Tegh Bahadur deserves better.",0
104748,"if you block this account i will rape your children 

Piss off you fucking admin.",1
76568,"S&P; 500 Component
|industry         = Consulting, Information Technology
|foundation       = 
|founder          = Rajat Sinha
|location         = White Field,Bangalore, INDIA
|area_served      = Worldwide
}}",0
e31319c8ac918ba6,""" 
 :*To repeat a point earlier.  For English usage of the Ottoman period the only two sources that make editorial decisions regarding naming during the Ottoman period: Takaoglu uses """"The island"""" when discussing the Ottoman period, but uses Tenedos when closely quoting European travelogues that use Tenedos.  Akpinar uses Bozcaada for Ottoman period. The result was this suggestion based on the use in the two most reputable sources on the island, 4.  For the period from 1455 until 1923, if original source prefers a name for the island, use that name.  If not, use """"The island"""" or """"Bozcaada"""".  If people disagree with this suggested guideline, we should have a clear reason for ignoring the decisions by Takaoglu and Akpinar's (the main sources that looked at disputed usage and made decisions) regarding usage.    """,0
d563b2d34240ae50,"cancer == 

 i go fuck you mom and i go make you fucking horny kill  

 ==",1
126529,"I dispute the first 2 instances as personal attack and would like the editors in question to be able to see what I have said about them because it is directly relevant to the article and indeed the politics section as a whole. I accept and understand the reason for censoring the comment where I called 2of the editors a pair of t*ts, thats fair enough but I want the other editors to be able to see whatr I have said about them on the record. 130.88.114.41",0
137520,"Rationale 
Thanks for clarifying. Any time we strike comments we should explain the striking for presumably obvious reasons. Thanks again. -",0
53224,"Bertie, You're A Stupid Ignorant Cunt !!

Do Humanity a favor and follow in Di's footsteps. Fuck Off and Die..........",1
56003,"somebody should shoot that stupid fuck madman 

madman is a stupid fuck who does not deserve to live",1
36922,"""

 Hmm... 

""""An expert of naval warfare has spoken .... """"

Thank you for those kind words. I love you too.

""""have you ever counted the numbers of heavy guns available on the allied cruisers?""""

As a matter of fact I have. With the word """"outgunned"""" I meant the fact that Admiral Graf Spee's guns were far more powerful than those of the Allied warships and could deal heavier damage from distance.""",0
